card1,card2,position,skill,decision,played_at
Kc,Th,bb,advanced,fold,2023-11-30 03:38:18.500359
9d,4s,sb,advanced,fold,2023-11-30 03:38:23.627403
Qd,8c,sb,advanced,fold,2023-11-30 03:38:25.686102
5c,3c,bb,advanced,fold,2023-11-30 03:38:28.627907
8s,Th,sb,advanced,fold,2023-11-30 03:38:29.662788
Kh,Td,bb,advanced,fold,2023-11-30 03:38:29.940162
Jd,8s,bb,advanced,fold,2023-11-30 03:38:31.324502
4h,3h,sb,advanced,fold,2023-11-30 03:38:31.513861
Ts,6d,sb,beginner,fold,2023-11-30 03:38:32.718262
2d,8s,sb,advanced,fold,2023-11-30 03:38:40.950631
4h,Js,sb,advanced,fold,2023-11-30 03:38:41.014332
9c,8c,bb,advanced,aggress,2023-11-30 03:38:43.672875
5h,9h,sb,advanced,aggress,2023-11-30 03:38:49.011656
5s,8s,bb,advanced,aggress,2023-11-30 03:38:54.400219
8d,Th,sb,advanced,fold,2023-11-30 03:39:02.516778
5s,3s,sb,advanced,aggress,2023-11-30 03:39:05.258845
Ts,9s,sb,advanced,aggress,2023-11-30 03:39:05.566216
7d,Jh,bb,advanced,fold,2023-11-30 03:39:14.868918
Kh,9h,sb,advanced,aggress,2023-11-30 03:39:16.189915
5h,2s,sb,advanced,fold,2023-11-30 03:39:18.754419
8c,7d,bb,advanced,fold,2023-11-30 03:39:21.23269
2c,2h,sb,advanced,aggress,2023-11-30 03:39:22.824087
4h,8c,sb,advanced,fold,2023-11-30 03:39:32.561929
8s,6c,bb,advanced,fold,2023-11-30 03:39:48.951466
3h,4h,sb,advanced,aggress,2023-11-30 03:39:54.320167
9s,6c,bb,advanced,fold,2023-11-30 03:39:59.508269
Kd,Qh,sb,advanced,aggress,2023-11-30 03:40:02.013462
4h,Th,sb,advanced,aggress,2023-11-30 03:40:06.921362
Tc,9d,sb,advanced,aggress,2023-11-30 03:40:08.917301
5c,2h,sb,advanced,fold,2023-11-30 03:40:12.035638
Ts,Tc,bb,advanced,aggress,2023-11-30 03:40:13.399727
Qs,4s,sb,advanced,aggress,2023-11-30 03:40:13.997753
5s,9h,sb,advanced,fold,2023-11-30 03:40:21.802355
3d,4c,sb,advanced,fold,2023-11-30 03:40:25.006789
Kd,Jd,sb,advanced,aggress,2023-11-30 03:40:30.830241
6h,8s,sb,intermediate,aggress,2023-11-30 03:40:31.007225
Tc,8c,bb,advanced,aggress,2023-11-30 03:40:37.600401
8c,Ah,bb,advanced,fold,2023-11-30 03:40:44.944484
Qs,2s,bb,advanced,aggress,2023-11-30 03:40:49.167723
Qh,Jc,bb,intermediate,aggress,2023-11-30 03:40:52.098569
Qh,8d,sb,advanced,aggress,2023-11-30 03:40:54.445776
Ad,4s,bb,advanced,aggress,2023-11-30 03:40:56.045792
7s,6s,sb,advanced,fold,2023-11-30 03:41:02.070497
6h,Kc,sb,advanced,aggress,2023-11-30 03:41:02.447159
Jc,Qs,bb,advanced,aggress,2023-11-30 03:41:07.727392
2h,As,bb,advanced,fold,2023-11-30 03:41:08.230519
Qd,6h,sb,advanced,fold,2023-11-30 03:41:09.119434
Kc,2h,bb,beginner,fold,2023-11-30 03:41:09.662242
Qc,Qs,bb,advanced,aggress,2023-11-30 03:41:10.231171
Jd,Tc,sb,advanced,aggress,2023-11-30 03:41:11.85173
2c,Qs,bb,advanced,fold,2023-11-30 03:41:14.075469
Ah,5d,sb,advanced,aggress,2023-11-30 03:41:15.377535
Qd,3c,bb,beginner,fold,2023-11-30 03:41:16.082333
Ac,9h,sb,advanced,fold,2023-11-30 03:41:18.954664
Jh,8s,bb,advanced,aggress,2023-11-30 03:41:28.721288
Qc,Qd,sb,beginner,fold,2023-11-30 03:41:29.728882
7c,Jc,bb,advanced,aggress,2023-11-30 03:41:29.800355
Qc,7c,sb,advanced,aggress,2023-11-30 03:41:30.195517
8d,As,sb,advanced,aggress,2023-11-30 03:41:37.144171
3c,7d,bb,advanced,fold,2023-11-30 03:41:39.05168
5d,8h,bb,advanced,fold,2023-11-30 03:41:39.96233
Js,Kh,sb,advanced,aggress,2023-11-30 03:41:40.315138
Ah,Tc,bb,advanced,aggress,2023-11-30 03:41:41.600209
5h,6c,bb,advanced,fold,2023-11-30 03:41:42.304948
2c,3d,sb,advanced,fold,2023-11-30 03:41:43.137606
4d,3s,bb,beginner,fold,2023-11-30 03:41:46.650337
3d,Qc,sb,beginner,fold,2023-11-30 03:41:48.574001
Ad,5d,sb,advanced,aggress,2023-11-30 03:41:51.74689
7c,2s,sb,advanced,aggress,2023-11-30 03:41:55.703406
2c,4c,sb,advanced,fold,2023-11-30 03:41:55.96874
As,5c,sb,advanced,fold,2023-11-30 03:41:56.289165
6d,4s,bb,beginner,fold,2023-11-30 03:41:59.515326
9s,7c,sb,beginner,aggress,2023-11-30 03:42:01.307267
6h,4h,bb,advanced,fold,2023-11-30 03:42:09.624636
Kd,As,bb,advanced,aggress,2023-11-30 03:42:13.190029
8c,Kd,sb,beginner,fold,2023-11-30 03:42:15.038088
9c,9d,bb,beginner,aggress,2023-11-30 03:42:16.574117
Jh,3c,sb,advanced,fold,2023-11-30 03:42:18.457611
9s,Qc,sb,advanced,aggress,2023-11-30 03:42:19.053855
Tc,Js,sb,advanced,aggress,2023-11-30 03:42:21.485541
Qs,9c,sb,advanced,aggress,2023-11-30 03:42:21.773395
9c,6c,sb,advanced,fold,2023-11-30 03:42:22.000671
Ad,Ks,bb,advanced,aggress,2023-11-30 03:42:23.152663
7d,9c,bb,advanced,aggress,2023-11-30 03:42:24.845809
Kc,9s,sb,beginner,aggress,2023-11-30 03:42:26.059623
Js,2c,sb,advanced,fold,2023-11-30 03:42:28.220936
Kh,Tc,sb,beginner,aggress,2023-11-30 03:42:28.52294
Js,Jh,bb,advanced,aggress,2023-11-30 03:35:39.706649
Jd,Qh,sb,advanced,aggress,2023-11-30 03:35:43.707854
4h,Qc,sb,advanced,aggress,2023-11-30 03:35:48.4566
Qh,Qc,sb,beginner,aggress,2023-11-30 03:35:48.624107
Qd,9d,sb,advanced,aggress,2023-11-30 03:35:48.751752
3s,Ac,sb,advanced,aggress,2023-11-30 03:35:52.687806
7c,6h,bb,advanced,fold,2023-11-30 03:35:58.169004
Jc,Td,bb,advanced,fold,2023-11-30 03:35:59.190721
7s,5h,sb,advanced,fold,2023-11-30 03:35:59.805151
5c,Th,sb,advanced,fold,2023-11-30 03:36:01.66891
8d,Qd,sb,advanced,fold,2023-11-30 03:36:02.692587
8c,9h,bb,advanced,aggress,2023-11-30 03:36:04.62023
5c,9d,sb,advanced,fold,2023-11-30 03:36:05.825371
2h,7d,sb,advanced,fold,2023-11-30 03:36:10.609838
8d,5s,bb,advanced,fold,2023-11-30 03:36:14.220046
6s,5c,sb,advanced,aggress,2023-11-30 03:36:14.359116
6d,2h,bb,advanced,fold,2023-11-30 03:36:20.815512
Th,9s,sb,advanced,fold,2023-11-30 03:36:22.686238
5h,3h,sb,advanced,fold,2023-11-30 03:36:24.373555
Kc,5d,bb,advanced,fold,2023-11-30 03:36:24.632884
6c,7s,sb,advanced,fold,2023-11-30 03:36:25.867709
Jh,6d,bb,advanced,fold,2023-11-30 03:36:28.644009
7d,9c,sb,advanced,fold,2023-11-30 03:36:32.943637
3h,2d,sb,advanced,fold,2023-11-30 03:36:33.505092
2c,6d,sb,advanced,fold,2023-11-30 03:36:44.999778
2h,7h,bb,advanced,fold,2023-11-30 03:36:51.251991
Kc,Ac,bb,advanced,aggress,2023-11-30 03:36:53.011074
Qc,4s,sb,advanced,aggress,2023-11-30 03:36:53.729228
Ts,Qs,sb,advanced,aggress,2023-11-30 03:37:00.002224
8d,4s,sb,advanced,fold,2023-11-30 03:37:02.995498
Qs,Qh,sb,advanced,aggress,2023-11-30 03:37:06.168532
6c,Ks,sb,advanced,fold,2023-11-30 03:37:17.816883
Ac,Kh,sb,advanced,aggress,2023-11-30 03:37:19.381703
As,Ks,sb,advanced,aggress,2023-11-30 03:37:22.834279
Kc,6d,sb,advanced,aggress,2023-11-30 03:37:24.657521
Qh,Jc,bb,advanced,aggress,2023-11-30 03:37:26.825645
6h,Ah,sb,advanced,aggress,2023-11-30 03:37:26.854697
Ah,Kd,bb,advanced,aggress,2023-11-30 03:37:31.614808
5s,Qs,sb,beginner,aggress,2023-11-30 03:37:37.866894
Kc,4c,bb,advanced,aggress,2023-11-30 03:37:38.694722
Qs,Td,sb,advanced,aggress,2023-11-30 03:37:44.978413
Td,3d,bb,advanced,fold,2023-11-30 03:37:49.760465
Qs,2c,bb,beginner,fold,2023-11-30 03:38:01.436772
4d,3s,sb,beginner,fold,2023-11-30 03:38:03.566796
9c,Qh,sb,advanced,aggress,2023-11-30 03:38:04.479079
2d,3c,bb,beginner,fold,2023-11-30 03:38:05.227191
Qd,3h,sb,advanced,fold,2023-11-30 03:38:05.396581
Ac,Jh,bb,advanced,aggress,2023-11-30 03:38:06.57967
Ad,Ts,sb,beginner,aggress,2023-11-30 03:38:19.667336
Th,Kh,sb,advanced,aggress,2023-11-30 03:38:20.476106
6c,8d,bb,advanced,fold,2023-11-30 03:38:22.521518
4s,Jd,bb,advanced,fold,2023-11-30 03:38:24.544866
Th,3d,sb,advanced,fold,2023-11-30 03:38:27.276109
2d,Ah,sb,advanced,fold,2023-11-30 03:38:37.168503
8h,Jh,sb,advanced,aggress,2023-11-30 03:38:37.971222
5d,Kh,bb,advanced,fold,2023-11-30 03:38:45.563912
2s,9s,sb,advanced,fold,2023-11-30 03:38:52.598447
8d,6h,bb,advanced,fold,2023-11-30 03:39:03.638544
Jh,Ks,sb,beginner,aggress,2023-11-30 03:39:14.154796
6c,Ah,sb,advanced,fold,2023-11-30 03:39:22.745472
5h,7c,sb,advanced,fold,2023-11-30 03:39:27.889787
6h,8h,bb,advanced,aggress,2023-11-30 03:39:32.41751
4h,2d,sb,advanced,fold,2023-11-30 03:39:39.508727
Qd,6d,sb,advanced,aggress,2023-11-30 03:39:41.570852
7h,Jd,sb,advanced,fold,2023-11-30 03:39:47.467195
4c,4h,sb,advanced,aggress,2023-11-30 03:39:50.811569
5c,Ac,bb,intermediate,fold,2023-11-30 03:39:59.127206
5h,Th,sb,advanced,fold,2023-11-30 03:40:01.242414
Qh,As,bb,advanced,aggress,2023-11-30 03:40:03.832042
2s,2h,sb,intermediate,aggress,2023-11-30 03:40:08.545027
Qc,6h,bb,advanced,fold,2023-11-30 03:40:12.370486
9d,Kd,bb,advanced,aggress,2023-11-30 03:40:16.092595
5d,8h,bb,intermediate,fold,2023-11-30 03:40:22.887234
7d,Jh,bb,advanced,fold,2023-11-30 03:40:23.002276
5h,9c,bb,advanced,fold,2023-11-30 03:40:24.282884
Tc,8c,sb,advanced,fold,2023-11-30 03:40:26.440804
Ad,5d,bb,advanced,aggress,2023-11-30 03:40:28.86961
4d,7d,sb,advanced,fold,2023-11-30 03:40:29.961337
Ac,Jd,sb,advanced,aggress,2023-11-30 03:40:35.29548
5s,3d,sb,advanced,fold,2023-11-30 03:40:37.27149
Ks,7d,sb,advanced,fold,2023-11-30 03:40:43.781501
Qd,9h,sb,advanced,aggress,2023-11-30 03:40:44.111995
8c,2c,bb,intermediate,fold,2023-11-30 03:40:45.037609
Kc,Ah,bb,advanced,aggress,2023-11-30 03:40:45.78667
Ts,Qh,sb,advanced,aggress,2023-11-30 03:40:46.637831
Js,Ah,sb,advanced,aggress,2023-11-30 03:40:46.740218
6s,Qs,bb,beginner,aggress,2023-11-30 03:40:48.127281
8s,3s,sb,intermediate,fold,2023-11-30 03:40:49.77846
Qh,9h,sb,beginner,aggress,2023-11-30 03:40:57.627513
Qs,5c,sb,advanced,aggress,2023-11-30 03:41:04.75301
8d,7h,sb,advanced,fold,2023-11-30 03:41:07.167916
6c,2h,sb,beginner,fold,2023-11-30 03:41:12.601583
Qd,7c,sb,advanced,aggress,2023-11-30 03:41:16.869749
Qc,Kh,sb,beginner,aggress,2023-11-30 03:41:18.044847
Kd,4h,bb,advanced,aggress,2023-11-30 03:41:18.197133
9s,9c,bb,advanced,aggress,2023-11-30 03:41:20.982312
6h,Qd,bb,beginner,fold,2023-11-30 03:41:24.892517
Ac,Qs,sb,advanced,aggress,2023-11-30 03:41:26.798967
6c,Ad,sb,advanced,aggress,2023-11-30 03:41:27.574554
Kd,Jd,sb,beginner,aggress,2023-11-30 03:41:37.290316
5c,6d,sb,advanced,aggress,2023-11-30 03:41:40.01515
3c,4h,sb,advanced,fold,2023-11-30 03:41:41.089604
8h,5c,bb,advanced,fold,2023-11-30 03:41:42.144534
2s,Ah,sb,advanced,aggress,2023-11-30 03:41:43.537763
8d,As,sb,advanced,aggress,2023-11-30 03:41:48.369493
4c,7h,sb,advanced,fold,2023-11-30 03:41:48.773854
5h,3d,bb,advanced,fold,2023-11-30 03:41:49.677997
Qh,Kc,sb,advanced,aggress,2023-11-30 03:41:50.916136
4h,Kh,sb,advanced,fold,2023-11-30 03:41:51.224298
8s,2s,bb,advanced,fold,2023-11-30 03:41:53.321161
8c,2d,bb,advanced,fold,2023-11-30 03:41:53.393646
Ac,Ts,sb,beginner,aggress,2023-11-30 03:41:54.464204
5h,Kd,bb,advanced,aggress,2023-11-30 03:41:57.288131
Qc,2s,bb,advanced,fold,2023-11-30 03:41:59.222348
6h,Kd,sb,advanced,aggress,2023-11-30 03:42:00.601795
Ac,6s,bb,advanced,aggress,2023-11-30 03:42:01.125694
8d,6d,sb,advanced,fold,2023-11-30 03:42:01.677213
7d,Jh,sb,advanced,aggress,2023-11-30 03:42:06.016807
Ah,3d,sb,advanced,fold,2023-11-30 03:42:06.52839
Ad,8d,sb,advanced,aggress,2023-11-30 03:42:07.13481
9d,8h,sb,advanced,aggress,2023-11-30 03:42:07.567092
Qs,Ad,sb,advanced,aggress,2023-11-30 03:42:11.002165
3c,Ad,sb,advanced,aggress,2023-11-30 03:42:11.406203
Ac,7s,sb,advanced,aggress,2023-11-30 03:42:11.543611
4h,Jd,sb,advanced,fold,2023-11-30 03:42:11.776414
Qs,Ad,sb,beginner,aggress,2023-11-30 03:42:13.006567
Ks,Qd,bb,advanced,aggress,2023-11-30 03:42:13.136135
Jh,6c,bb,advanced,fold,2023-11-30 03:42:17.079246
6c,Jc,bb,advanced,fold,2023-11-30 03:42:20.085933
Qs,Ah,bb,advanced,aggress,2023-11-30 03:42:23.406931
6s,9h,bb,advanced,fold,2023-11-30 03:42:29.637996
Ah,Ad,bb,advanced,aggress,2023-11-30 03:42:31.446515
Ts,Jd,bb,advanced,aggress,2023-11-30 03:42:31.742106
7h,Qc,sb,advanced,fold,2023-11-30 03:42:32.327998
3s,5c,bb,advanced,fold,2023-11-30 03:42:33.298831
Ah,Kd,sb,advanced,aggress,2023-11-30 03:42:37.998901
3d,3s,sb,advanced,aggress,2023-11-30 03:42:38.585966
Td,9c,bb,advanced,aggress,2023-11-30 03:42:41.393375
Ah,Ks,sb,advanced,aggress,2023-11-30 03:42:44.785396
7c,5s,bb,advanced,aggress,2023-11-30 03:42:47.435922
Kh,5c,sb,beginner,aggress,2023-11-30 03:42:51.697589
Jh,8h,sb,advanced,fold,2023-11-30 03:42:51.920606
8s,4s,bb,advanced,fold,2023-11-30 03:42:54.465752
Td,5s,sb,beginner,fold,2023-11-30 03:42:57.31674
3c,3h,bb,beginner,aggress,2023-11-30 03:42:58.738995
Qh,7c,bb,advanced,aggress,2023-11-30 03:43:01.70408
2d,9h,sb,beginner,fold,2023-11-30 03:43:04.72178
3d,9d,sb,beginner,aggress,2023-11-30 03:43:07.600046
5s,7c,sb,advanced,fold,2023-11-30 03:43:09.163246
Qh,Kd,sb,advanced,aggress,2023-11-30 03:43:10.170768
6c,5d,bb,advanced,fold,2023-11-30 03:43:10.271514
Ac,7d,sb,advanced,fold,2023-11-30 03:43:11.530591
Qh,6d,sb,advanced,aggress,2023-11-30 03:43:14.035482
Qc,5d,sb,beginner,aggress,2023-11-30 03:43:23.941258
Th,9h,sb,advanced,aggress,2023-11-30 03:43:24.841156
6d,7s,bb,beginner,fold,2023-11-30 03:43:26.285727
4d,3s,bb,advanced,fold,2023-11-30 03:43:26.611991
6s,Kc,sb,beginner,aggress,2023-11-30 03:43:30.501191
6h,9c,bb,advanced,fold,2023-11-30 03:43:35.398739
9s,Kh,sb,advanced,aggress,2023-11-30 03:43:40.657181
3d,9h,bb,advanced,fold,2023-11-30 03:43:43.009083
7s,Kd,sb,advanced,aggress,2023-11-30 03:43:49.844181
Ad,Jc,bb,advanced,aggress,2023-11-30 03:43:52.076547
2c,7c,sb,advanced,fold,2023-11-30 03:44:13.748633
Qs,2h,bb,advanced,aggress,2023-11-30 03:44:22.7878
Qh,Qc,sb,advanced,aggress,2023-11-30 03:44:32.428417
8h,3h,bb,advanced,fold,2023-11-30 03:44:38.161557
2d,Jh,bb,advanced,fold,2023-11-30 03:44:41.498314
4h,5h,bb,advanced,fold,2023-11-30 03:44:42.723353
Kd,Jd,sb,advanced,aggress,2023-11-30 03:44:42.998705
4d,2s,sb,advanced,fold,2023-11-30 03:44:43.877359
3h,Qd,sb,advanced,fold,2023-11-30 03:44:44.618877
9h,Ts,sb,advanced,aggress,2023-11-30 03:44:47.956513
Tc,4c,sb,advanced,fold,2023-11-30 03:44:48.891342
9d,5s,sb,advanced,fold,2023-11-30 03:44:51.243928
Ac,Kd,sb,advanced,aggress,2023-11-30 03:44:51.333617
5s,Qd,bb,advanced,fold,2023-11-30 03:44:56.005865
6c,Qs,sb,advanced,aggress,2023-11-30 03:45:03.648435
2h,Qs,bb,advanced,fold,2023-11-30 03:45:04.63352
7s,Ah,sb,advanced,fold,2023-11-30 03:45:05.713812
5s,Kh,sb,advanced,fold,2023-11-30 03:45:10.654297
As,9s,bb,advanced,aggress,2023-11-30 03:45:12.846194
Kd,Qs,bb,advanced,aggress,2023-11-30 03:45:23.644448
3h,Tc,sb,advanced,fold,2023-11-30 03:45:38.770803
8d,7h,sb,advanced,fold,2023-11-30 03:45:40.742331
Tc,Kd,bb,advanced,aggress,2023-11-30 03:45:40.876696
7c,7d,bb,advanced,aggress,2023-11-30 03:45:44.339671
8c,Kh,sb,advanced,aggress,2023-11-30 03:45:51.345509
Kc,9s,sb,advanced,aggress,2023-11-30 03:45:54.518405
Ks,3h,sb,advanced,aggress,2023-11-30 03:46:02.949941
9s,9c,bb,advanced,aggress,2023-11-30 03:46:05.942334
7s,2s,bb,advanced,fold,2023-11-30 03:46:09.575331
6s,3s,sb,advanced,fold,2023-11-30 03:46:16.002033
9s,Ah,sb,advanced,aggress,2023-11-30 03:46:17.604839
4c,3h,bb,advanced,fold,2023-11-30 03:46:18.306501
7c,5d,sb,advanced,fold,2023-11-30 03:46:20.392869
9c,Kd,sb,advanced,aggress,2023-11-30 03:46:26.042535
9s,2c,bb,advanced,fold,2023-11-30 03:46:28.137614
2c,9c,bb,advanced,fold,2023-11-30 03:46:29.765866
9h,Ah,sb,advanced,aggress,2023-11-30 03:46:43.848522
3s,7h,bb,advanced,fold,2023-11-30 03:46:47.988898
4h,9d,bb,advanced,fold,2023-11-30 03:46:53.879064
5s,3s,bb,advanced,fold,2023-11-30 03:46:58.680979
7s,8c,sb,advanced,fold,2023-11-30 03:47:01.673774
Jc,6h,bb,advanced,fold,2023-11-30 03:47:04.950952
7c,2s,sb,advanced,fold,2023-11-30 03:47:22.199411
3s,Tc,bb,advanced,fold,2023-11-30 03:47:22.6006
Jc,5s,bb,advanced,fold,2023-11-30 03:47:25.429257
Qd,Kd,sb,advanced,aggress,2023-11-30 03:47:27.719594
5s,Jc,sb,advanced,fold,2023-11-30 03:47:29.385258
Kc,5h,bb,advanced,aggress,2023-11-30 03:47:35.164681
2c,Qc,sb,advanced,aggress,2023-11-30 03:47:44.548115
2d,2h,bb,advanced,aggress,2023-11-30 03:48:00.46403
Kc,6d,sb,advanced,fold,2023-11-30 03:48:08.133708
8s,2s,sb,beginner,fold,2023-11-30 03:48:08.259613
8c,Qd,bb,advanced,fold,2023-11-30 03:48:10.565385
Jc,2d,sb,advanced,aggress,2023-11-30 03:48:13.249186
4d,2h,sb,advanced,fold,2023-11-30 03:48:16.308514
7s,6d,sb,advanced,fold,2023-11-30 03:48:22.933048
Ad,Jd,sb,advanced,aggress,2023-11-30 03:48:26.987557
3c,2s,bb,beginner,fold,2023-11-30 03:48:33.459933
8d,9s,bb,advanced,fold,2023-11-30 03:48:35.054204
Ac,9h,sb,beginner,aggress,2023-11-30 03:48:36.123588
3d,Ks,sb,advanced,fold,2023-11-30 03:48:43.353284
9h,6d,bb,advanced,fold,2023-11-30 03:48:44.937445
4d,Qc,sb,advanced,fold,2023-11-30 03:48:48.517761
8c,Qh,sb,advanced,aggress,2023-11-30 03:48:53.177872
2c,6s,sb,advanced,fold,2023-11-30 03:49:00.442453
9c,6c,bb,advanced,fold,2023-11-30 03:49:01.913652
2s,6d,bb,advanced,fold,2023-11-30 03:49:03.842152
Qc,Kh,sb,advanced,aggress,2023-11-30 03:49:10.345608
5c,2h,sb,advanced,fold,2023-11-30 03:49:12.964086
4c,6d,bb,advanced,fold,2023-11-30 03:49:14.775736
Jc,9h,sb,advanced,aggress,2023-11-30 03:49:15.234918
2c,9c,sb,advanced,fold,2023-11-30 03:49:15.844647
6d,2c,sb,advanced,fold,2023-11-30 03:49:18.234723
6h,6s,sb,advanced,aggress,2023-11-30 03:49:23.26431
3h,2d,bb,advanced,fold,2023-11-30 03:49:25.106481
Qs,6d,sb,advanced,fold,2023-11-30 03:49:28.4573
4s,8c,sb,advanced,fold,2023-11-30 03:49:31.368807
Jh,6c,bb,advanced,fold,2023-11-30 03:49:32.622627
7d,2h,sb,advanced,fold,2023-11-30 03:49:35.006656
7c,2d,sb,advanced,fold,2023-11-30 03:49:38.404784
Td,9d,bb,advanced,aggress,2023-11-30 03:49:39.586296
Qs,9h,bb,advanced,aggress,2023-11-30 03:49:52.264379
Td,2s,sb,advanced,fold,2023-11-30 03:50:02.59149
Js,4h,sb,advanced,fold,2023-11-30 03:51:02.406796
5s,3s,sb,advanced,fold,2023-11-30 03:51:08.725586
Qh,7s,sb,advanced,aggress,2023-11-30 03:51:13.699143
Ac,As,sb,advanced,aggress,2023-11-30 03:51:36.126845
Qd,9d,bb,advanced,aggress,2023-11-30 03:51:45.484826
Td,Th,sb,advanced,aggress,2023-11-30 03:51:54.34963
Ts,Qh,bb,advanced,aggress,2023-11-30 03:52:03.508778
Td,Kc,sb,advanced,aggress,2023-11-30 03:52:13.024998
Tc,Ah,bb,advanced,aggress,2023-11-30 03:42:29.04084
4c,4s,sb,advanced,aggress,2023-11-30 03:42:30.657
Js,6d,sb,advanced,aggress,2023-11-30 03:42:32.962595
4d,3s,sb,advanced,fold,2023-11-30 03:42:34.210936
3h,8c,sb,beginner,fold,2023-11-30 03:42:38.477559
Jd,4h,sb,advanced,fold,2023-11-30 03:42:39.382321
Td,Qh,sb,beginner,aggress,2023-11-30 03:42:40.141212
Ac,8s,sb,advanced,aggress,2023-11-30 03:42:40.224902
4c,5c,bb,advanced,aggress,2023-11-30 03:42:40.613041
Jc,Ks,bb,advanced,aggress,2023-11-30 03:42:41.739698
5s,Kd,bb,beginner,aggress,2023-11-30 03:42:42.848125
4d,7d,bb,advanced,fold,2023-11-30 03:42:43.049156
3d,2s,sb,advanced,fold,2023-11-30 03:42:43.151368
Qs,Ts,sb,advanced,aggress,2023-11-30 03:42:44.845864
Qc,Jc,sb,beginner,aggress,2023-11-30 03:42:45.04561
Qh,Js,sb,advanced,aggress,2023-11-30 03:42:49.157148
4s,9c,sb,advanced,fold,2023-11-30 03:42:50.391257
Jh,5h,bb,advanced,aggress,2023-11-30 03:42:51.625411
Jd,3h,bb,beginner,aggress,2023-11-30 03:42:51.748069
7h,Js,sb,advanced,fold,2023-11-30 03:42:56.37297
3s,Kc,sb,advanced,fold,2023-11-30 03:42:57.017128
8d,8c,bb,advanced,aggress,2023-11-30 03:42:57.313166
8c,5s,bb,advanced,fold,2023-11-30 03:42:57.702721
4d,As,bb,advanced,fold,2023-11-30 03:42:58.566234
8s,6h,sb,advanced,fold,2023-11-30 03:42:59.382436
9s,Td,sb,advanced,aggress,2023-11-30 03:42:59.926628
5c,7d,sb,advanced,fold,2023-11-30 03:43:00.171801
9s,Td,bb,advanced,fold,2023-11-30 03:43:01.886531
9s,8c,sb,advanced,aggress,2023-11-30 03:43:03.137487
6h,2d,sb,advanced,fold,2023-11-30 03:43:04.392341
6h,6d,bb,advanced,aggress,2023-11-30 03:43:12.369985
Th,6c,bb,advanced,fold,2023-11-30 03:43:12.481528
5s,Th,sb,beginner,fold,2023-11-30 03:43:13.73087
Qd,8h,sb,advanced,fold,2023-11-30 03:43:14.23562
Js,Kc,sb,advanced,aggress,2023-11-30 03:43:15.074163
7d,Jd,bb,beginner,aggress,2023-11-30 03:43:15.281216
5d,7d,sb,advanced,fold,2023-11-30 03:43:19.590058
Jc,Qd,sb,advanced,aggress,2023-11-30 03:43:19.607432
8s,8h,sb,advanced,aggress,2023-11-30 03:43:19.859272
Qc,4d,bb,advanced,fold,2023-11-30 03:43:20.725707
Th,Ah,bb,advanced,aggress,2023-11-30 03:43:22.526942
Td,3c,sb,advanced,fold,2023-11-30 03:43:22.7931
Ks,Ts,sb,advanced,aggress,2023-11-30 03:43:23.233783
Jd,Ks,sb,advanced,aggress,2023-11-30 03:43:27.754484
3d,Ac,bb,advanced,aggress,2023-11-30 03:43:28.119486
Qd,As,bb,beginner,aggress,2023-11-30 03:43:31.935266
2h,3c,bb,advanced,fold,2023-11-30 03:43:36.511847
2s,Js,sb,advanced,fold,2023-11-30 03:43:41.257942
Qh,7d,sb,advanced,aggress,2023-11-30 03:43:46.818891
Jh,3h,bb,advanced,fold,2023-11-30 03:43:48.370173
Qc,Jc,sb,advanced,aggress,2023-11-30 03:44:19.189488
3s,4d,bb,advanced,fold,2023-11-30 03:44:20.423036
2h,7d,sb,advanced,fold,2023-11-30 03:44:21.629553
4h,Qc,sb,advanced,fold,2023-11-30 03:44:23.136613
7s,Ts,bb,advanced,fold,2023-11-30 03:44:24.472761
2s,4c,sb,advanced,fold,2023-11-30 03:44:24.992657
8h,6h,sb,advanced,fold,2023-11-30 03:44:25.525593
Ah,Tc,bb,advanced,aggress,2023-11-30 03:44:27.084133
Qs,9s,bb,advanced,aggress,2023-11-30 03:44:31.433701
Jd,7d,sb,advanced,aggress,2023-11-30 03:44:36.789162
Kc,Kd,sb,advanced,aggress,2023-11-30 03:44:39.416746
9c,3d,bb,advanced,fold,2023-11-30 03:44:50.019267
4h,6d,sb,advanced,fold,2023-11-30 03:45:03.369579
Qd,Jd,bb,advanced,aggress,2023-11-30 03:45:08.154384
9d,8d,sb,advanced,aggress,2023-11-30 03:45:20.100004
3d,Td,sb,advanced,fold,2023-11-30 03:45:21.201283
Ks,5d,sb,advanced,fold,2023-11-30 03:45:26.323984
As,Jd,bb,advanced,aggress,2023-11-30 03:45:27.784511
4s,7h,sb,advanced,fold,2023-11-30 03:45:34.259994
8s,Ah,bb,advanced,fold,2023-11-30 03:46:02.760586
Kc,Jc,sb,advanced,aggress,2023-11-30 03:46:04.282636
4c,Ac,sb,advanced,fold,2023-11-30 03:46:11.756242
5d,9c,bb,advanced,fold,2023-11-30 03:46:19.439566
Ks,9c,sb,advanced,aggress,2023-11-30 03:46:21.388621
6h,5s,bb,advanced,fold,2023-11-30 03:46:23.506737
7s,4s,bb,advanced,fold,2023-11-30 03:46:23.618551
As,Tc,sb,advanced,aggress,2023-11-30 03:46:25.933371
7h,2d,bb,advanced,fold,2023-11-30 03:46:27.132754
Th,Qs,sb,advanced,aggress,2023-11-30 03:46:28.32497
Ks,8c,sb,advanced,aggress,2023-11-30 03:46:30.313757
